term_id,name,slug,main_category,original_path,new_path,confidence,reason,count
1170,FO Measuring devices and red light sources,fo-measuring-devices-and-red-light-sources,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > FO Measuring devices and red light sources","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > FO Measuring devices and red light sources",high,keyword in root: pigtail,1
3009,Montare cuplori,montare-cuplori,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Montare cuplori","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Montare cuplori",high,keyword in root: pigtail,1
2271,Măşti oarbe fibră optică,masti-oarbe-fibra-optica,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Măşti oarbe fibră optică","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Măşti oarbe fibră optică",high,keyword in root: pigtail,3
65,Pigtailuri fibră optică CLASIC,pigtailuri-fibra-optica-clasic,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Pigtailuri fibră optică CLASIC","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Pigtailuri fibră optică CLASIC",high,keyword in root: pigtail,38
804,Pigtailuri PREMIUM,pigtailuri-premium,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Pigtailuri PREMIUM","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Pigtailuri PREMIUM",high,keyword in root: pigtail,14
2326,Sisteme de îmbinare a fibrei optice,sisteme-de-imbinare-a-fibrei-optice,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Sisteme de îmbinare a fibrei optice","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Sisteme de îmbinare a fibrei optice",high,keyword in root: pigtail,3
1941,"Spliceboxuri neechipate 19"", 1U CLASIC",spliceboxuri-neechipate-19-1u-clasic,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate 19"", 1U CLASIC","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate 19"", 1U CLASIC",high,keyword in root: pigtail,5
1935,"Spliceboxuri neechipate 19"", 1U PREMIUM",spliceboxuri-neechipate-19-1u-premium,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate 19"", 1U PREMIUM","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate 19"", 1U PREMIUM",high,keyword in root: pigtail,9
495,Spliceboxuri neechipate pentru șină DIN CLASIC,spliceboxuri-neechipate-pentru-sina-din-clasic,"Retelistica, date si telecomunicatii","Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate pentru șină DIN CLASIC","Retelistica, date si telecomunicatii > Accesorii (Pigtailuri, cuplori, carcase …) > Spliceboxuri neechipate pentru șină DIN CLASIC",high,keyword in root: pigtail,2
757,"Accesorii (Scule, conectori, kit-uri de prelungire",accesorii-scule-conectori-kit-uri-de-prelungire,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire",high,keyword in root: conectori,26
758,reparaţie…),reparatie,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…)","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…)",high,keyword in root: conectori,26
2959,Cleşte de sertizat,cleste-de-sertizat,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte de sertizat","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte de sertizat",high,keyword in root: conectori,1
2610,Cleşte plat oblic,cleste-plat-oblic,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte plat oblic","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte plat oblic",high,keyword in root: conectori,2
3149,Cleşte sertizor LSA,cleste-sertizor-lsa,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte sertizor LSA","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Cleşte sertizor LSA",high,keyword in root: conectori,1
2564,Coliere Velcro,coliere-velcro,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Coliere Velcro","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Coliere Velcro",high,keyword in root: conectori,5
2393,Conectori RJ45,conectori-rj45,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45",high,keyword in root: conectori,4
2394,RJ12,rj12,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45 > RJ12","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45 > RJ12",high,keyword in root: conectori,4
2395,RJ11 pentru sertizat pe cablu flexibil,rj11-pentru-sertizat-pe-cablu-flexibil,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45 > RJ12 > RJ11 pentru sertizat pe cablu flexibil","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conectori RJ45 > RJ12 > RJ11 pentru sertizat pe cablu flexibil",high,keyword in root: conectori,4
759,Conector RJ45 ecranat pentru montaj pe cabluri de instalaţii,conector-rj45-ecranat-pentru-montaj-pe-cabluri-de-instalatii,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conector RJ45 ecranat pentru montaj pe cabluri de instalaţii","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conector RJ45 ecranat pentru montaj pe cabluri de instalaţii",high,keyword in root: conectori,4
1992,Conector RJ45 neecranat pentru montaj pe cabluri de instalaţii,conector-rj45-neecranat-pentru-montaj-pe-cabluri-de-instalatii,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conector RJ45 neecranat pentru montaj pe cabluri de instalaţii","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Conector RJ45 neecranat pentru montaj pe cabluri de instalaţii",high,keyword in root: conectori,1
2607,Derulator tambur cablu,derulator-tambur-cablu,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Derulator tambur cablu","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Derulator tambur cablu",high,keyword in root: conectori,1
3161,Izolator reţea RJ45 neecranat Cat.5e,izolator-retea-rj45-neecranat-cat-5e,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e",high,keyword in root: conectori,1
3162,1Gbit,1gbit,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e > 1Gbit","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e > 1Gbit",high,keyword in root: conectori,1
3163,s,s,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e > 1Gbit > s","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Izolator reţea RJ45 neecranat Cat.5e > 1Gbit > s",high,keyword in root: conectori,1
2084,Kituri prelungire,kituri-prelungire,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire",high,keyword in root: conectori,3
2085,reparaţie cablu de instalaţii ecranat Cat.6,reparatie-cablu-de-instalatii-ecranat-cat-6,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire > reparaţie cablu de instalaţii ecranat Cat.6","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire > reparaţie cablu de instalaţii ecranat Cat.6",high,keyword in root: conectori,3
2086,cat.6a,cat-6a,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire > reparaţie cablu de instalaţii ecranat Cat.6 > cat.6a","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Kituri prelungire > reparaţie cablu de instalaţii ecranat Cat.6 > cat.6a",high,keyword in root: conectori,3
1161,Servicii oferite,servicii-oferite,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Servicii oferite","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Servicii oferite",high,keyword in root: conectori,1
2524,Ştrap de cupru,strap-de-cupru,"Cabluri, conductori si conectica","Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Ştrap de cupru","Cabluri, conductori si conectica > Accesorii (Scule, conectori, kit-uri de prelungire > reparaţie…) > Ştrap de cupru",high,keyword in root: conectori,2
2740,Accesorii cablare,accesorii-cablare-2,"Retelistica, date si telecomunicatii",Accesorii cablare,"Retelistica, date si telecomunicatii > Accesorii cablare",medium,keyword in subtree: sat,5
2741,"Prize satelit de trecere Unicable programabile, Seria A",prize-satelit-de-trecere-unicable-programabile-seria-a,"Retelistica, date si telecomunicatii","Accesorii cablare > Prize satelit de trecere Unicable programabile, Seria A","Retelistica, date si telecomunicatii > Accesorii cablare > Prize satelit de trecere Unicable programabile, Seria A",medium,keyword in subtree: sat,3
3026,"Prize satelit terminale Unicable programabile, Seria A",prize-satelit-terminale-unicable-programabile-seria-a,"Retelistica, date si telecomunicatii","Accesorii cablare > Prize satelit terminale Unicable programabile, Seria A","Retelistica, date si telecomunicatii > Accesorii cablare > Prize satelit terminale Unicable programabile, Seria A",medium,keyword in subtree: sat,1
3146,Programator pentru prize Unicable,programator-pentru-prize-unicable,"Retelistica, date si telecomunicatii",Accesorii cablare > Programator pentru prize Unicable,"Retelistica, date si telecomunicatii > Accesorii cablare > Programator pentru prize Unicable",medium,keyword in subtree: sat,1
571,Accesorii de fibră optică,accesorii-de-fibra-optica,"Retelistica, date si telecomunicatii",Accesorii de fibră optică,"Retelistica, date si telecomunicatii > Accesorii de fibră optică",high,keyword in root: fibra optica,49
572,Fiber Optic Accessories,fiber-optic-accessories,"Retelistica, date si telecomunicatii",Accesorii de fibră optică > Fiber Optic Accessories,"Retelistica, date si telecomunicatii > Accesorii de fibră optică > Fiber Optic Accessories",high,keyword in root: fibra optica,49
1712,Accesorii de montaj,accesorii-de-montaj,"Instalatii, trasee cabluri si scule",Accesorii de montaj,"Instalatii, trasee cabluri si scule > Accesorii de montaj",high,keyword in root: montaj,3
1959,Accesorii pentru panouri,accesorii-pentru-panouri,"Instalatii, trasee cabluri si scule",Accesorii de montaj > Accesorii pentru panouri,"Instalatii, trasee cabluri si scule > Accesorii de montaj > Accesorii pentru panouri",high,keyword in root: montaj,2
1713,Montaj în plafon,montaj-in-plafon,"Instalatii, trasee cabluri si scule",Accesorii de montaj > Montaj în plafon,"Instalatii, trasee cabluri si scule > Accesorii de montaj > Montaj în plafon",high,keyword in root: montaj,1
1987,Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare,accesorii-de-montaj-pentru-corpuri-de-iluminat-cu-pictograme-de-evacuare,Iluminat si surse de lumina,Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare,Iluminat si surse de lumina > Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare,high,keyword in root: corpuri de iluminat,2
1988,"Coș de protecție, policarbonat",cos-de-protectie-policarbonat,Iluminat si surse de lumina,"Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare > Coș de protecție, policarbonat","Iluminat si surse de lumina > Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare > Coș de protecție, policarbonat",high,keyword in root: corpuri de iluminat,1
2856,Pendul,pendul,Iluminat si surse de lumina,Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare > Pendul,Iluminat si surse de lumina > Accesorii de montaj pentru corpuri de iluminat cu pictograme de evacuare > Pendul,high,keyword in root: corpuri de iluminat,1
931,Accesorii de împământare,accesorii-de-impamantare,"Cabluri, conductori si conectica",Accesorii de împământare,"Cabluri, conductori si conectica > Accesorii de împământare",high,keyword in root: impamantare,5
932,Egalizare de potenţial,egalizare-de-potential,"Cabluri, conductori si conectica",Accesorii de împământare > Egalizare de potenţial,"Cabluri, conductori si conectica > Accesorii de împământare > Egalizare de potenţial",high,keyword in root: impamantare,1
1107,Ţăruşi tip cuţit cu cleme de conexiune,tarusi-tip-cutit-cu-cleme-de-conexiune,"Cabluri, conductori si conectica",Accesorii de împământare > Ţăruşi tip cuţit cu cleme de conexiune,"Cabluri, conductori si conectica > Accesorii de împământare > Ţăruşi tip cuţit cu cleme de conexiune",high,keyword in root: impamantare,4
364,Accesorii diverse,accesorii-diverse,"Instalatii, trasee cabluri si scule",Accesorii diverse,"Instalatii, trasee cabluri si scule > Accesorii diverse",high,exact: accesorii diverse,12
365,Accesorii diverse,accesorii-diverse-accesorii-diverse,"Instalatii, trasee cabluri si scule",Accesorii diverse > Accesorii diverse,"Instalatii, trasee cabluri si scule > Accesorii diverse > Accesorii diverse",high,exact: accesorii diverse,12
